Time,Raw Angle,Corrected Angle
5653,	-1.1795648666660543,	-1.1795648666660543
5654,	-1.1795648666660543,	-1.1795648666660543
5869,	-1.2286580833326965,	-1.2286580833326965
5870,	-1.2286580833326965,	-1.2286580833326965
5870,	-1.2286580833326965,	-1.2286580833326965
5872,	-1.2286580833326965,	-1.2286580833326965
5872,	-1.2286580833326965,	-1.2286580833326965
5874,	-1.2286580833326965,	-1.2286580833326965
5874,	-1.2286580833326965,	-1.2286580833326965
5874,	-1.2286580833326965,	-1.2286580833326965
5874,	-1.2286580833326965,	-1.2286580833326965
5874,	-1.2286580833326965,	-1.2286580833326965
5878,	-1.2286580833326965,	-1.2286580833326965
5878,	-1.2286580833326965,	-1.2286580833326965
5878,	-1.2286580833326965,	-1.2286580833326965
5879,	-1.2286580833326965,	-1.2286580833326965
5879,	-1.2286580833326965,	-1.2286580833326965
5887,	-1.2286580833326965,	-1.2286580833326965
5887,	-1.2286580833326965,	-1.2286580833326965
5887,	-1.2286580833326965,	-1.2286580833326965
5887,	-1.2286580833326965,	-1.2286580833326965
5887,	-1.2286580833326965,	-1.2286580833326965
5890,	-1.2286580833326965,	-1.2286580833326965
5890,	-1.2286580833326965,	-1.2286580833326965
5890,	-1.2286580833326965,	-1.2286580833326965
5890,	-1.2286580833326965,	-1.2286580833326965
5890,	-1.2286580833326965,	-1.2286580833326965
5907,	-1.2487690833326863,	-1.2487690833326863
5907,	-1.2487690833326863,	-1.2487690833326863
5907,	-1.2487690833326863,	-1.2487690833326863
5907,	-1.2487690833326863,	-1.2487690833326863
5907,	-1.2487690833326863,	-1.2487690833326863
5911,	-1.2487690833326863,	-1.2487690833326863
5911,	-1.2487690833326863,	-1.2487690833326863
5911,	-1.2487690833326863,	-1.2487690833326863
5911,	-1.2487690833326863,	-1.2487690833326863
5911,	-1.2487690833326863,	-1.2487690833326863
5919,	-1.2487690833326863,	-1.2487690833326863
5919,	-1.2487690833326863,	-1.2487690833326863
5919,	-1.2487690833326863,	-1.2487690833326863
5920,	-1.2487690833326863,	-1.2487690833326863
5920,	-1.2487690833326863,	-1.2487690833326863
5923,	-1.2487690833326863,	-1.2487690833326863
5923,	-1.2487690833326863,	-1.2487690833326863
5923,	-1.2487690833326863,	-1.2487690833326863
5923,	-1.2487690833326863,	-1.2487690833326863
5923,	-1.2487690833326863,	-1.2487690833326863
5927,	-1.2487690833326863,	-1.2487690833326863
5927,	-1.2487690833326863,	-1.2487690833326863
5927,	-1.2487690833326863,	-1.2487690833326863
5927,	-1.2487690833326863,	-1.2487690833326863
5927,	-1.2487690833326863,	-1.2487690833326863
5932,	-1.2487690833326863,	-1.2487690833326863
5932,	-1.2487690833326863,	-1.2487690833326863
5932,	-1.2487690833326863,	-1.2487690833326863
5933,	-1.2487690833326863,	-1.2487690833326863
5933,	-1.2487690833326863,	-1.2487690833326863
5936,	-1.2487690833326863,	-1.2487690833326863
5936,	-1.2487690833326863,	-1.2487690833326863
5936,	-1.2487690833326863,	-1.2487690833326863
5936,	-1.2487690833326863,	-1.2487690833326863
5936,	-1.2487690833326863,	-1.2487690833326863
5937,	-1.2487690833326863,	-1.2487690833326863
5937,	-1.2487690833326863,	-1.2487690833326863
5937,	-1.2487690833326863,	-1.2487690833326863
5938,	-1.2487690833326863,	-1.2487690833326863
5938,	-1.2487690833326863,	-1.2487690833326863
5939,	-1.2487690833326863,	-1.2487690833326863
5939,	-1.2487690833326863,	-1.2487690833326863
5939,	-1.2487690833326863,	-1.2487690833326863
5939,	-1.2487690833326863,	-1.2487690833326863
