Time,Measurement,Setpoint
12287,	2.12378513463E-313,	0.09041539780869194
12337,	2.12378513463E-313,	0.1468729510859216
12339,	2.12378513463E-313,	0.14828210721223004
12340,	2.12378513463E-313,	0.14941198841565587
12344,	2.12378513463E-313,	0.1521835525874832
12349,	2.12378513463E-313,	0.15678172995161738
12352,	0.005656168824404529,	0.1584697301638847
12355,	0.005656168824404529,	0.16096313129486128
12358,	0.005656168824404529,	0.1635581140455098
12367,	0.005656168824404529,	0.17024339808532313
12377,	0.005656168824404529,	0.17888889710724992
12397,	0.005656168824404529,	0.1967822848768492
12414,	0.022168532650488713,	0.057075486940227786
12435,	0.022168532650488713,	0.06219525531355036
12455,	0.03328437808207281,	-0.22385545772676235
12475,	0.03328437808207281,	-0.24102852803852218
12495,	0.03328437808207281,	-0.25733748580814153
12514,	0.03328437808207281,	-0.27380299937494557
12535,	0.034627591698244,	0.19787965573403368
12555,	-0.01745332094387683,	-0.032369701212238464
12575,	-0.01745332094387683,	-0.035338214769921106
12597,	-0.01745332094387683,	-0.03857057104116386
12615,	-0.01745332094387683,	-0.041667389555960846
12635,	-0.03448438412298245,	0.3050945590213519
12655,	-0.025247495518612148,	-0.09208479761425699
12675,	-0.025247495518612148,	-0.09869386638194994
12695,	-0.025247495518612148,	-0.10527493538008306
12716,	-0.00978952296531553,	-0.01795004018635031
12735,	-0.00978952296531553,	-0.020215821553448227
12754,	-0.00978952296531553,	-0.02265608246826073
12775,	-0.02040609183632151,	0.6514457240573566
12796,	-0.02040609183632151,	0.682865127322562
12815,	-0.02040609183632151,	0.7134073791233663
12836,	-0.02040609183632151,	0.7489783610565472
12855,	0.019479152839148247,	0.33808183257296753
12876,	0.019479152839148247,	0.3553236550902447
12895,	0.019479152839148247,	0.37185860966718115
12915,	0.019479152839148247,	0.3885141635631062
12934,	0.08448150031344635,	0.4058747880013266
12955,	0.08837763788132076,	-1.053002181334557
12975,	0.08837763788132076,	-1.09400516912254
12996,	0.08837763788132076,	-1.1384169649663087
13016,	0.09247836027901404,	-0.09794179531149498
13036,	0.09247836027901404,	-0.09548823312850949
13056,	0.006135933144331697,	0.9144079956228269
13076,	0.006135933144331697,	0.904898732322053
13095,	0.006135933144331697,	0.8948555150067461
13115,	-0.0492086687723194,	0.9217103244749967
13135,	-0.0492086687723194,	0.9093449062333404
13156,	0.06229228034245514,	0.6802448556709545
13175,	0.06229228034245514,	0.6687584788176277
13196,	0.06229228034245514,	0.6559366267011542
13215,	0.11720107959405661,	0.3689031980195227
13235,	0.11720107959405661,	0.3617416963983281
13255,	0.12703240982446717,	0.8873651193933488
13276,	0.12703240982446717,	0.8658832070485888
13295,	0.12703240982446717,	0.8443750361222079
13315,	0.11453741869419169,	-0.445301908601375
13336,	0.11453741869419169,	-0.43114280795841553
13354,	0.11453741869419169,	-0.4183234019252065
13375,	0.1305032406939881,	0.46666805435529857
13395,	0.1305032406939881,	0.45107959428489613
13416,	0.07041930186383637,	0.6148026915601092
13435,	0.07041930186383637,	0.5909033114592384
13455,	0.03623782738347307,	0.5678186888630348
13475,	0.03623782738347307,	-0.4275696497120357
13495,	0.03623782738347307,	-0.40646197577259124
13515,	0.07201974054255993,	-0.4078994143993623
13536,	0.07201974054255993,	-0.3848632069673465
13556,	0.07201974054255993,	-0.3636456740448381
13575,	0.07201974054255993,	-0.342331344597534
13595,	0.04026163808644314,	0.35886625166447644
13615,	-0.029300269898514152,	-0.3491683530241573
13634,	-0.029300269898514152,	-0.3223430339173423
13655,	-0.04022445061284113,	-0.35632375772683605
13675,	-0.04022445061284113,	-0.32024070492720313
13696,	-0.04022445061284113,	-0.28553986365027345
13715,	-0.013015615760703604,	0.17046932465264003
13735,	-0.013015615760703604,	0.1470626631300372
13755,	-0.0428678058270659,	0.027422929797521936
13776,	-0.0428678058270659,	0.021896680040800892
13795,	-0.0428678058270659,	0.01671969986996402
13816,	-0.023557341433557158,	0.06619400427111279
13835,	-0.023557341433557158,	0.03651108513097132
13855,	0.004405285334391989,	-0.001450921296849338
13875,	0.004405285334391989,	0.0
