Time,Measurement,Setpoint
11639,	2.12378513463E-313,	0.08184365102972845
11641,	2.12378513463E-313,	0.08605980609173712
11644,	2.12378513463E-313,	0.08778246165795371
11647,	2.12378513463E-313,	0.09049884332452733
11654,	2.12378513463E-313,	0.09577992729509716
11658,	2.12378513463E-313,	0.09967225060721929
11672,	2.12378513463E-313,	0.11096205804769463
11692,	2.12378513463E-313,	0.1288686539716907
11713,	2.12378513463E-313,	0.14719992334961945
11732,	0.005358475728383237,	0.1560405359026928
11752,	0.005358475728383237,	0.17339696858977616
11772,	0.005358475728383237,	0.1902663842161109
11792,	0.010908325589923018,	-0.25102321777714487
11811,	0.010908325589923018,	-0.27200229962708583
11832,	0.015769644602823492,	-0.2841584744521285
11852,	0.015769644602823492,	-0.3056286239097532
11872,	0.015769644602823492,	-0.3267582350578842
11892,	0.014140422061011319,	0.27228653426153865
11912,	0.014140422061011319,	0.29042872767854866
11932,	-0.019479152839148247,	0.2673305727683513
11953,	-0.019479152839148247,	0.2844802790691635
11972,	-0.019479152839148247,	0.3010341842154862
11992,	2.12378513463E-313,	0.4125862942822061
12012,	2.12378513463E-313,	0.436255537631266
12032,	0.023557341433557158,	0.46085390216379835
12052,	0.023557341433557158,	0.5018595103555992
12072,	0.023557341433557158,	0.5283710650971692
12092,	0.03605807625557887,	-0.03369865560615988
12112,	0.03605807625557887,	-0.03436456992046223
12132,	0.03605807625557887,	-0.03491812248996727
12152,	0.05965490556989151,	0.4296651746490141
12173,	0.05965490556989151,	0.45063176294992324
12192,	0.03235520302095811,	-0.46275151681455917
12212,	0.03235520302095811,	-0.4891404152682434
12232,	0.03235520302095811,	-0.5147071447915329
12252,	0.01813509129324702,	0.0772757225492618
12272,	0.01813509129324702,	0.07894182719320864
12292,	-0.012271866288663395,	0.622669877901802
12312,	-0.012271866288663395,	0.6512283892510913
12332,	-0.012271866288663395,	0.6806280223250131
12352,	-0.04129580401899429,	-0.407029436520864
12372,	-0.04129580401899429,	-0.42708575802047843
12392,	0.02901614606919523,	-0.004941186454211849
12412,	0.02901614606919523,	-0.007277879116798336
12432,	0.02901614606919523,	-0.009322872090429535
12451,	0.059389772656247536,	-0.7661412049683448
12472,	0.059389772656247536,	-0.7615369924641142
12491,	-0.0034708308695209607,	0.9779367949976031
12512,	-0.0034708308695209607,	0.9640076863766617
12533,	-0.0034708308695209607,	0.9496965455836359
12552,	-0.012726379854910189,	-0.7194266221192412
12572,	-0.012726379854910189,	-0.7094676160290404
12593,	0.0031815949637275472,	-0.1281113071059985
12612,	0.0031815949637275472,	-0.12678446994894732
12632,	0.0031815949637275472,	-0.12523312300776906
12652,	0.06267141777606716,	0.8556467533601005
12672,	0.06267141777606716,	0.834718787549993
12692,	-0.029049345320990648,	0.7619670944782995
12712,	-0.029049345320990648,	0.7410595947965721
12733,	-0.029049345320990648,	0.7177256948202321
12751,	0.01318915730417965,	-0.6507864975576858
12772,	0.01318915730417965,	-0.6263467844665629
12793,	0.08287666881124439,	-0.6042830335849445
12812,	0.08287666881124439,	-0.5549696185048831
12832,	0.08287666881124439,	-0.5318555909750499
12852,	0.03282066383634733,	-0.033162614732208204
12872,	0.03282066383634733,	-0.03195531052235996
12894,	-0.04598850902115272,	0.06544369674050345
12912,	-0.04598850902115272,	0.062198703366797045
12932,	-0.04598850902115272,	0.058876450818237794
12952,	-0.041528186894970086,	-0.17430705964399407
12973,	-0.041528186894970086,	-0.16268208345708565
12994,	-0.006215208766351487,	0.0936109959844385
13012,	-0.006215208766351487,	0.08646238898227826
13032,	-0.006215208766351487,	0.07904955745127001
13053,	-0.010468473751619672,	0.020730717167968156
13073,	-0.010468473751619672,	0.01841307029244784
13092,	-0.015070712986077857,	-0.14832258701834758
13113,	-0.015070712986077857,	-0.12691588406643278
13132,	-0.015070712986077857,	-0.10695949977085835
13152,	0.009059456845868268,	0.13595732651579878
13172,	0.009059456845868268,	0.10301204210708928
13192,	-0.006518389681783267,	0.01483489298304292
13212,	-0.006518389681783267,	0.007975413784602668
13232,	-0.006518389681783267,	0.001129414493430963
13252,	-0.0046886662623353325,	0.0
